hour,atmosphericpressure (kPa),precipitation (mm),radiation (W/m2),relativehumidity (-),temperature (degrees Celsius),winddirection (degrees),windgusts (m/s),windspeed (m/s)
2019-01-14 12:00:00,99.28,0.0,516,0.663,32.0,269.0,3.92,1.77
2019-01-14 13:00:00,99.2,0.0,516,0.607,32.9,263.0,3.91,1.67
2019-01-14 14:00:00,99.07,0.0,387,0.568,33.7,257.0,3.7,1.86
2019-01-14 15:00:00,98.96,0.0,333,0.561,33.9,225.0,3.15,1.22
2019-01-14 16:00:00,98.93,0.0,133,0.563,33.3,217.0,2.85,1.26
2019-01-14 17:00:00,98.91,0.0,102,0.573,32.5,231.0,1.91,0.93
2019-01-14 18:00:00,98.92,0.0,61,0.59,32.1,222.0,1.71,0.83
2019-01-14 19:00:00,98.99,0.0,0,0.673,30.4,212.0,1.18,0.69
2019-01-14 20:00:00,99.08,0.0,0,0.705,29.3,218.0,1.47,0.79
2019-01-14 21:00:00,99.17,0.0,0,0.758,28.4,235.0,1.6,0.67
2019-01-14 22:00:00,99.24,0.0,0,0.793,27.7,224.0,2.05,0.71
2019-01-14 23:00:00,99.22,0.0,0,0.82,26.9,236.0,0.95,0.55
2019-01-15 00:00:00,99.2,0.0,0,0.852,26.2,243.0,1.2,0.56
2019-01-15 01:00:00,99.16,0.0,0,0.888,25.3,266.0,0.59,0.28
2019-01-15 02:00:00,99.13,0.0,0,0.921,24.1,251.0,0.17,0.13
2019-01-15 03:00:00,99.09,0.0,0,0.941,23.4,261.0,0.31,0.23
2019-01-15 04:00:00,99.08,0.0,0,0.931,24.2,242.0,0.25,0.16
2019-01-15 05:00:00,99.12,0.0,0,0.935,24.4,287.0,0.44,0.2
2019-01-15 06:00:00,99.13,0.0,0,0.942,23.6,351.0,0.33,0.16
2019-01-15 07:00:00,99.13,0.0,1,0.952,23.2,303.0,0.64,0.31
2019-01-15 08:00:00,99.2,0.0,59,0.974,23.9,235.0,0.37,0.18
2019-01-15 09:00:00,99.28,0.0,120,0.924,26.7,356.0,1.16,0.67
2019-01-15 10:00:00,99.31,0.0,241,0.831,28.3,317.0,1.97,1.15
2019-01-15 11:00:00,99.27,0.0,441,0.719,29.9,7.0,3.0,0.94
2019-01-15 12:00:00,99.21,0.0,540,0.629,31.9,296.0,2.81,1.44
2019-01-15 13:00:00,99.12,0.0,539,0.539,33.0,299.0,2.64,1.53
2019-01-15 14:00:00,99.0,0.0,216,0.502,34.0,319.0,2.96,1.22
2019-01-15 15:00:00,98.87,0.0,427,0.457,34.9,278.0,2.49,1.46
2019-01-15 16:00:00,98.83,0.0,315,0.435,35.5,221.0,1.74,0.72
2019-01-15 17:00:00,98.85,0.0,157,0.399,36.0,283.0,1.37,0.46
2019-01-15 18:00:00,98.88,0.0,45,0.436,34.6,243.0,0.76,0.51
2019-01-15 19:00:00,98.95,0.0,0,0.548,30.0,215.0,0.35,0.28
2019-01-15 20:00:00,99.05,0.0,0,0.659,29.9,228.0,1.1,0.55
2019-01-15 21:00:00,99.14,0.0,0,0.749,28.9,211.0,2.68,0.97
2019-01-15 22:00:00,99.2,0.0,0,0.775,27.7,206.0,1.67,0.7
2019-01-15 23:00:00,99.21,0.0,0,0.828,26.4,243.0,0.67,0.39
2019-01-16 00:00:00,99.18,0.0,0,0.876,25.7,248.0,0.41,0.29
2019-01-16 01:00:00,99.19,0.0,0,0.908,24.8,270.0,0.25,0.13
2019-01-16 02:00:00,99.17,0.0,0,0.919,24.6,251.0,0.21,0.18
2019-01-16 03:00:00,99.11,0.0,0,0.907,25.0,304.0,0.92,0.62
2019-01-16 04:00:00,99.07,0.0,0,0.916,24.4,251.0,0.34,0.18
2019-01-16 05:00:00,99.06,0.0,0,0.927,23.3,327.0,0.64,0.37
2019-01-16 06:00:00,99.11,0.0,0,0.947,22.7,259.0,0.47,0.28
2019-01-16 07:00:00,99.13,0.0,1,0.952,23.2,275.0,0.28,0.13
2019-01-16 08:00:00,99.18,0.0,64,0.972,23.5,273.0,0.37,0.32
2019-01-16 09:00:00,99.25,0.0,169,0.914,26.6,311.0,1.11,0.66
2019-01-16 10:00:00,99.3,0.0,137,0.813,28.5,321.0,1.89,1.01
2019-01-16 11:00:00,99.23,0.0,427,0.685,30.3,323.0,2.26,1.21
2019-01-16 12:00:00,99.14,0.0,492,0.575,31.3,28.0,2.27,0.83
2019-01-16 13:00:00,99.04,0.0,516,0.478,33.6,264.0,2.74,1.46
2019-01-16 14:00:00,98.94,0.0,409,0.401,34.3,277.0,2.18,1.18
2019-01-16 15:00:00,98.82,0.0,310,0.382,34.8,328.0,1.72,1.0
2019-01-16 16:00:00,98.75,0.0,324,0.358,35.4,198.0,1.67,0.73
2019-01-16 17:00:00,98.74,0.0,158,0.341,35.1,353.0,0.54,0.27
2019-01-16 18:00:00,98.77,0.0,40,0.398,33.4,246.0,0.41,0.35
2019-01-16 19:00:00,98.81,0.0,0,0.491,29.3,221.0,0.31,0.23
2019-01-16 20:00:00,98.9,0.0,0,0.62,27.1,214.0,0.18,0.15
2019-01-16 21:00:00,99.01,0.0,0,0.646,26.7,213.0,0.87,0.4
2019-01-16 22:00:00,99.06,0.0,0,0.784,27.6,229.0,1.13,0.48
2019-01-16 23:00:00,99.07,0.0,0,0.863,25.7,254.0,0.27,0.2
2019-01-17 00:00:00,99.05,0.0,0,0.9,24.1,257.0,0.26,0.17
2019-01-17 01:00:00,99.06,0.0,0,0.93,23.0,276.0,0.2,0.16
2019-01-17 02:00:00,99.07,0.0,0,0.92,23.2,294.0,0.75,0.43
2019-01-17 03:00:00,99.03,0.0,0,0.918,23.6,354.0,1.04,0.49
2019-01-17 04:00:00,99.01,0.0,0,0.915,24.0,88.0,0.39,0.2
2019-01-17 05:00:00,99.07,0.0,0,0.91,24.4,288.0,0.57,0.36
2019-01-17 06:00:00,99.07,0.0,0,0.923,23.9,241.0,0.14,0.1
2019-01-17 07:00:00,99.1,0.0,0,0.95,22.4,283.0,0.15,0.13
2019-01-17 08:00:00,99.16,0.0,57,0.972,23.0,291.0,0.41,0.29
2019-01-17 09:00:00,99.24,0.0,171,0.898,26.3,305.0,1.02,0.65
2019-01-17 10:00:00,99.26,0.0,147,0.845,28.1,273.0,2.6,1.35
2019-01-17 11:00:00,99.23,0.0,396,0.76,29.9,272.0,3.19,1.73
2019-01-17 12:00:00,99.12,0.0,475,0.64,31.9,318.0,1.92,1.01
2019-01-17 13:00:00,99.05,0.0,573,0.565,33.0,199.0,2.14,1.08
2019-01-17 14:00:00,98.93,0.0,530,0.493,34.3,166.0,1.93,0.96
2019-01-17 15:00:00,98.8,0.0,452,0.453,35.4,75.0,2.18,0.89
2019-01-17 16:00:00,98.73,0.0,244,0.409,35.9,260.0,1.61,1.0
2019-01-17 17:00:00,98.74,0.0,109,0.412,35.2,227.0,1.15,0.61
2019-01-17 18:00:00,98.76,0.0,41,0.473,33.8,174.0,1.48,0.65
2019-01-17 19:00:00,98.83,0.0,0,0.517,31.8,241.0,0.58,0.44
2019-01-17 20:00:00,98.91,0.0,0,0.592,30.5,230.0,2.13,0.82
2019-01-17 21:00:00,99.02,0.0,0,0.749,28.9,220.0,3.51,0.88
2019-01-17 22:00:00,99.11,0.0,0,0.786,27.9,226.0,1.56,0.74
2019-01-17 23:00:00,99.12,0.0,0,0.835,27.2,230.0,1.35,0.61
2019-01-18 00:00:00,99.11,0.0,0,0.862,26.8,243.0,0.76,0.44
2019-01-18 01:00:00,99.12,0.0,0,0.88,26.5,244.0,1.13,0.52
2019-01-18 02:00:00,99.09,0.0,0,0.894,26.6,258.0,0.76,0.36
2019-01-18 03:00:00,99.04,0.0,0,0.898,26.5,258.0,0.53,0.36
2019-01-18 04:00:00,99.03,0.0,0,0.913,26.0,241.0,0.55,0.32
2019-01-18 05:00:00,99.04,0.0,0,0.932,25.4,272.0,0.45,0.29
2019-01-18 06:00:00,99.06,0.0,0,0.953,24.8,263.0,0.29,0.25
2019-01-18 07:00:00,99.09,0.0,0,0.957,24.7,273.0,0.3,0.27
2019-01-18 08:00:00,99.14,0.0,55,0.956,25.3,266.0,0.64,0.41
2019-01-18 09:00:00,99.21,0.0,170,0.919,27.3,246.0,2.22,1.14
2019-01-18 10:00:00,99.23,0.0,164,0.856,28.3,251.0,1.85,1.0
2019-01-18 11:00:00,99.22,0.0,314,0.77,29.8,251.0,2.22,0.9
2019-01-18 12:00:00,99.15,0.0,306,0.688,31.2,249.0,1.71,0.93
2019-01-18 13:00:00,99.06,0.0,383,0.566,33.0,240.0,2.31,0.99
2019-01-18 14:00:00,98.97,0.0,459,0.48,34.6,222.0,3.16,1.34
2019-01-18 15:00:00,98.83,0.0,450,0.419,35.0,229.0,3.0,1.78
2019-01-18 16:00:00,98.8,0.0,341,0.393,35.9,236.0,1.74,0.88
2019-01-18 17:00:00,98.79,0.0,196,0.4,35.8,232.0,1.89,0.97
2019-01-18 18:00:00,98.83,0.0,48,0.423,34.1,214.0,1.76,0.87
2019-01-18 19:00:00,98.95,0.0,0,0.665,30.0,199.0,3.43,1.41
2019-01-18 20:00:00,99.04,0.0,0,0.737,28.5,211.0,2.42,1.12
2019-01-18 21:00:00,99.19,0.0,0,0.792,27.5,220.0,3.37,1.2
2019-01-18 22:00:00,99.26,0.0,0,0.815,27.0,228.0,2.36,0.99
2019-01-18 23:00:00,99.28,0.0,0,0.849,26.3,252.0,1.31,0.7
2019-01-19 00:00:00,99.27,0.0,0,0.875,25.5,235.0,2.09,0.71
2019-01-19 01:00:00,99.22,0.0,0,0.885,25.3,248.0,0.92,0.49
2019-01-19 02:00:00,99.17,0.0,0,0.892,25.6,257.0,1.1,0.67
2019-01-19 03:00:00,99.13,0.0,0,0.903,25.4,250.0,1.05,0.52
2019-01-19 04:00:00,99.09,0.0,0,0.921,24.8,276.0,0.29,0.19
2019-01-19 05:00:00,99.06,0.0,0,0.925,24.2,310.0,0.41,0.21
2019-01-19 06:00:00,99.1,0.0,0,0.951,23.8,274.0,0.22,0.21
2019-01-19 07:00:00,99.13,0.0,0,0.96,23.1,267.0,0.21,0.18
2019-01-19 08:00:00,99.19,0.0,64,0.98,23.6,284.0,0.32,0.29
2019-01-19 09:00:00,99.28,0.0,163,0.91,26.6,265.0,1.7,1.04
2019-01-19 10:00:00,99.32,0.0,346,0.838,27.9,255.0,3.14,1.56
2019-01-19 11:00:00,99.32,0.0,245,0.767,29.0,265.0,3.28,1.71
2019-01-19 12:00:00,99.25,0.0,553,0.635,31.8,225.0,1.72,0.93
2019-01-19 13:00:00,99.14,0.0,331,0.611,32.0,267.0,2.45,1.3
2019-01-19 14:00:00,99.05,0.0,515,0.554,33.6,211.0,1.31,0.63
2019-01-19 15:00:00,98.95,0.0,399,0.514,34.1,291.0,3.06,1.36
2019-01-19 16:00:00,98.92,0.0,320,0.477,34.7,253.0,1.89,0.96
2019-01-19 17:00:00,98.92,0.0,154,0.466,34.4,264.0,1.6,1.08
2019-01-19 18:00:00,98.97,0.0,56,0.465,34.1,247.0,0.59,0.48
2019-01-19 19:00:00,99.03,0.0,0,0.548,31.2,240.0,0.31,0.26
2019-01-19 20:00:00,99.12,0.0,0,0.671,29.7,230.0,2.43,1.16
2019-01-19 21:00:00,99.24,0.0,0,0.729,28.4,216.0,3.38,1.22
2019-01-19 22:00:00,99.31,0.0,0,0.768,27.5,219.0,1.58,0.82
2019-01-19 23:00:00,99.34,0.0,0,0.801,26.7,229.0,0.62,0.37
2019-01-20 00:00:00,99.35,0.0,0,0.84,26.1,255.0,1.51,0.53
2019-01-20 01:00:00,99.32,0.0,0,0.869,25.7,250.0,1.31,0.64
2019-01-20 02:00:00,99.27,0.0,0,0.881,25.7,250.0,1.92,0.75
2019-01-20 03:00:00,99.18,0.0,0,0.894,25.6,263.0,1.03,0.63
2019-01-20 04:00:00,99.16,0.0,0,0.907,25.5,264.0,0.93,0.42
2019-01-20 05:00:00,99.16,0.0,0,0.918,25.1,258.0,0.53,0.35
2019-01-20 06:00:00,99.21,0.0,0,0.921,25.2,313.0,1.49,0.52
2019-01-20 07:00:00,99.2,0.0,3,0.934,24.7,249.0,0.28,0.2
2019-01-20 08:00:00,99.29,0.0,49,0.932,25.1,292.0,1.11,0.58
2019-01-20 09:00:00,99.39,0.0,137,0.89,26.6,324.0,1.79,1.07
2019-01-20 10:00:00,99.39,0.0,194,0.843,27.7,286.0,2.65,1.55
2019-01-20 11:00:00,99.37,0.0,365,0.749,29.1,280.0,4.22,1.78
2019-01-20 12:00:00,99.3,0.0,520,0.655,30.8,286.0,2.25,1.33
2019-01-20 13:00:00,99.19,0.0,530,0.572,33.0,273.0,2.73,1.46
2019-01-20 14:00:00,99.05,0.0,525,0.529,33.7,308.0,2.13,1.11
2019-01-20 15:00:00,98.99,0.0,485,0.486,35.0,244.0,2.24,1.11
2019-01-20 16:00:00,98.91,0.0,98,0.473,35.0,275.0,1.29,0.79
2019-01-20 17:00:00,98.91,0.0,147,0.616,32.2,208.0,3.7,1.36
2019-01-20 18:00:00,98.97,0.0,51,0.622,30.3,210.0,2.89,1.29
2019-01-20 19:00:00,99.04,0.0,0,0.612,28.6,219.0,1.67,0.61
2019-01-20 20:00:00,99.19,0.0,0,0.662,27.5,243.0,1.21,0.78
2019-01-20 21:00:00,99.31,0.0,0,0.73,26.9,235.0,0.59,0.33
2019-01-20 22:00:00,99.39,0.0,0,0.807,26.6,250.0,1.26,0.45
2019-01-20 23:00:00,99.38,0.0,0,0.84,26.0,229.0,0.88,0.4
2019-01-21 00:00:00,99.34,0.0,0,0.877,25.0,244.0,0.37,0.25
2019-01-21 01:00:00,99.28,0.0,0,0.912,24.3,263.0,0.22,0.19
2019-01-21 02:00:00,99.25,0.0,0,0.897,25.6,243.0,0.79,0.48
2019-01-21 03:00:00,99.22,0.0,0,0.919,25.4,263.0,0.4,0.25
2019-01-21 04:00:00,99.18,0.0,0,0.913,25.4,252.0,0.42,0.31
2019-01-21 05:00:00,99.21,0.0,0,0.916,25.3,321.0,1.09,0.73
2019-01-21 06:00:00,99.21,0.0,0,0.936,24.0,259.0,0.2,0.19
2019-01-21 07:00:00,99.23,0.0,1,0.939,23.4,254.0,0.24,0.21
2019-01-21 08:00:00,99.27,0.0,59,0.967,24.1,73.0,0.56,0.23
2019-01-21 09:00:00,99.37,0.0,164,0.931,26.5,315.0,1.71,0.8
2019-01-21 10:00:00,99.37,0.0,309,0.846,28.0,264.0,1.46,0.84
2019-01-21 11:00:00,99.34,0.0,351,0.751,29.4,239.0,1.81,1.04
2019-01-21 12:00:00,99.23,0.0,565,0.651,31.0,354.0,1.3,0.87
2019-01-21 13:00:00,99.16,0.0,619,0.545,33.1,257.0,2.88,1.3
2019-01-21 14:00:00,99.04,0.0,553,0.521,33.5,246.0,2.04,0.7
2019-01-21 15:00:00,98.92,0.0,463,0.467,34.9,221.0,2.3,0.92
2019-01-21 16:00:00,98.85,0.0,178,0.455,34.5,245.0,1.29,0.87
2019-01-21 17:00:00,98.86,0.0,129,0.447,34.3,230.0,1.07,0.67
2019-01-21 18:00:00,98.92,0.0,33,0.6,31.5,215.0,2.63,1.25
2019-01-21 19:00:00,98.99,0.0,0,0.635,29.6,230.0,3.16,1.23
2019-01-21 20:00:00,99.05,0.0,0,0.699,27.7,242.0,1.22,0.6
2019-01-21 21:00:00,99.12,0.0,0,0.746,26.5,260.0,0.23,0.16
2019-01-21 22:00:00,99.2,0.0,0,0.734,25.8,244.0,1.06,0.34
2019-01-21 23:00:00,99.19,0.0,0,0.81,24.0,246.0,0.16,0.06
2019-01-22 00:00:00,99.19,0.0,0,0.858,22.8,243.0,0.29,0.16
2019-01-22 01:00:00,99.19,0.0,0,0.885,22.2,152.0,0.18,0.11
2019-01-22 02:00:00,99.14,0.0,0,0.915,21.3,254.0,0.12,0.07
2019-01-22 03:00:00,99.09,0.0,0,0.93,21.1,273.0,0.12,0.08
2019-01-22 04:00:00,99.05,0.0,0,0.942,20.9,259.0,0.23,0.17
2019-01-22 05:00:00,99.05,0.0,0,0.953,20.7,250.0,0.2,0.11
2019-01-22 06:00:00,99.08,0.0,0,0.958,20.2,286.0,0.17,0.11
2019-01-22 07:00:00,99.12,0.0,0,0.962,20.1,284.0,0.2,0.18
2019-01-22 08:00:00,99.18,0.0,40,0.967,21.3,297.0,0.49,0.3
2019-01-22 09:00:00,99.3,0.0,162,0.989,24.8,329.0,1.16,0.64
2019-01-22 10:00:00,99.31,0.0,263,0.843,27.5,319.0,2.04,1.17
2019-01-22 11:00:00,99.29,0.0,136,0.748,29.4,270.0,1.35,0.63
2019-01-22 12:00:00,99.22,0.0,496,0.681,31.0,262.0,1.9,1.13
2019-01-22 13:00:00,99.1,0.0,501,0.575,32.9,302.0,2.12,1.01
2019-01-22 14:00:00,98.98,0.0,497,0.515,33.4,264.0,2.89,1.57
2019-01-22 15:00:00,98.86,0.0,426,0.432,35.4,252.0,1.35,0.83
2019-01-22 16:00:00,98.8,0.0,291,0.422,34.6,195.0,1.01,0.45
2019-01-22 17:00:00,98.78,0.0,110,0.403,35.2,232.0,1.34,0.74
2019-01-22 18:00:00,98.81,0.0,49,0.425,34.5,248.0,0.69,0.5
2019-01-22 19:00:00,98.88,0.0,0,0.494,31.6,229.0,0.59,0.41
2019-01-22 20:00:00,98.99,0.0,0,0.675,30.0,216.0,3.23,1.06
2019-01-22 21:00:00,99.07,0.0,0,0.786,28.6,220.0,3.32,1.53
2019-01-22 22:00:00,99.16,0.0,0,0.812,28.0,218.0,2.05,0.93
2019-01-22 23:00:00,99.19,0.0,0,0.844,27.5,242.0,2.35,1.17
2019-01-23 00:00:00,99.16,0.0,0,0.864,27.3,249.0,2.55,1.03
2019-01-23 01:00:00,99.14,0.0,0,0.878,26.9,253.0,0.86,0.5
2019-01-23 02:00:00,99.11,0.0,0,0.887,26.7,258.0,1.22,0.61
2019-01-23 03:00:00,99.07,0.0,0,0.896,26.3,259.0,0.55,0.35
2019-01-23 04:00:00,99.07,0.0,0,0.901,26.5,275.0,0.78,0.32
2019-01-23 05:00:00,99.06,0.0,0,0.912,25.8,272.0,0.41,0.17
2019-01-23 06:00:00,99.07,0.0,0,0.926,25.3,290.0,0.55,0.31
2019-01-23 07:00:00,99.09,0.0,0,0.94,24.9,261.0,0.26,0.21
2019-01-23 08:00:00,99.1,0.0,42,0.948,25.3,261.0,0.59,0.44
2019-01-23 09:00:00,99.21,0.0,102,0.901,27.5,282.0,2.3,1.15
2019-01-23 10:00:00,99.26,0.0,227,0.84,28.9,277.0,2.47,1.19
2019-01-23 11:00:00,99.23,0.0,450,0.763,30.4,295.0,2.49,1.37
2019-01-23 12:00:00,99.14,0.0,579,0.633,32.8,252.0,1.96,0.88
2019-01-23 13:00:00,99.03,0.0,562,0.56,33.0,5.0,1.76,0.77
2019-01-23 14:00:00,98.91,0.0,340,0.533,33.8,217.0,1.53,0.87
2019-01-23 15:00:00,98.81,0.0,442,0.482,34.8,202.0,1.98,0.86
2019-01-23 16:00:00,98.74,0.0,298,0.493,35.0,211.0,2.05,1.06
2019-01-23 17:00:00,98.79,0.0,56,0.607,32.6,207.0,4.48,1.92
2019-01-23 18:00:00,98.87,0.0,14,0.675,30.5,214.0,3.46,1.71
2019-01-23 19:00:00,98.95,0.0,0,0.743,29.0,217.0,3.24,1.45
2019-01-23 20:00:00,98.99,0.0,0,0.79,28.2,214.0,2.9,1.1
2019-01-23 21:00:00,99.06,0.0,0,0.809,27.8,227.0,1.96,0.79
2019-01-23 22:00:00,99.12,0.0,0,0.827,27.6,219.0,1.62,0.92
2019-01-23 23:00:00,99.12,0.0,0,0.849,27.4,212.0,2.04,1.06
2019-01-24 00:00:00,99.14,0.0,0,0.874,26.9,230.0,1.01,0.57
2019-01-24 01:00:00,99.13,0.0,0,0.887,26.8,243.0,2.35,1.14
2019-01-24 02:00:00,99.08,0.0,0,0.905,26.5,238.0,1.23,0.75
2019-01-24 03:00:00,99.04,0.0,0,0.905,26.6,261.0,1.54,0.85
2019-01-24 04:00:00,99.02,0.0,0,0.899,26.6,287.0,2.16,1.19
2019-01-24 05:00:00,98.99,0.0,0,0.906,26.1,265.0,0.71,0.29
2019-01-24 06:00:00,99.02,0.0,0,0.92,25.6,276.0,0.48,0.34
2019-01-24 07:00:00,99.03,0.0,0,0.928,25.4,297.0,0.76,0.47
2019-01-24 08:00:00,99.05,0.0,32,0.932,25.6,328.0,1.8,1.0
2019-01-24 09:00:00,99.14,0.0,50,0.906,26.3,321.0,1.58,0.98
2019-01-24 10:00:00,99.13,0.0,217,0.876,27.6,14.0,2.72,1.06
2019-01-24 11:00:00,99.14,0.0,206,0.849,27.2,337.0,2.89,1.65
2019-01-24 12:00:00,99.07,0.0,122,0.745,29.8,267.0,1.26,0.63
2019-01-24 13:00:00,99.11,0.0,21,0.812,26.7,227.0,2.81,1.45
2019-01-24 14:00:00,99.02,0.0,169,0.852,24.4,276.0,2.62,1.32
2019-01-24 15:00:00,98.9,0.0,306,0.754,27.5,191.0,3.66,1.48
2019-01-24 16:00:00,98.84,0.0,201,0.696,28.5,198.0,2.31,1.09
2019-01-24 17:00:00,98.87,0.0,115,0.691,28.3,247.0,3.35,1.21
2019-01-24 18:00:00,98.95,0.0,23,0.756,26.6,216.0,2.35,1.03
2019-01-24 19:00:00,99.04,0.0,0,0.824,25.4,227.0,2.14,1.19
2019-01-24 20:00:00,99.1,0.0,0,0.878,24.7,227.0,1.54,0.69
2019-01-24 21:00:00,99.12,0.0,0,0.907,23.7,186.0,0.55,0.38
2019-01-24 22:00:00,99.16,0.0,0,0.93,23.1,199.0,0.22,0.12
2019-01-24 23:00:00,99.21,0.0,0,0.943,22.8,190.0,0.33,0.18
2019-01-25 00:00:00,99.17,0.0,0,0.943,22.5,85.0,0.26,0.16
2019-01-25 01:00:00,99.1,0.0,0,0.954,22.8,297.0,1.01,0.58
2019-01-25 02:00:00,99.11,0.0,0,0.956,22.2,135.0,0.23,0.1
2019-01-25 03:00:00,99.09,0.0,0,0.963,22.8,316.0,1.5,0.8
2019-01-25 04:00:00,99.01,0.0,0,0.961,21.8,211.0,0.53,0.4
2019-01-25 05:00:00,99.0,0.0,0,0.967,21.0,298.0,0.34,0.25
2019-01-25 06:00:00,99.04,0.0,0,0.959,21.0,11.0,0.39,0.21
2019-01-25 07:00:00,99.1,0.0,0,0.974,21.3,281.0,0.23,0.16
2019-01-25 08:00:00,99.17,0.0,62,0.992,21.5,272.0,0.51,0.4
2019-01-25 09:00:00,99.25,0.0,207,0.959,25.3,273.0,0.9,0.52
2019-01-25 10:00:00,99.27,0.0,327,0.715,29.0,260.0,1.3,0.68
2019-01-25 11:00:00,99.25,0.0,458,0.585,31.2,240.0,1.77,0.83
2019-01-25 12:00:00,99.16,0.0,525,0.535,33.0,221.0,3.1,1.2
2019-01-25 13:00:00,99.05,0.0,565,0.488,34.0,211.0,2.45,1.23
2019-01-25 14:00:00,98.95,0.0,533,0.473,34.6,269.0,3.3,1.25
2019-01-25 15:00:00,98.83,0.0,341,0.471,34.8,262.0,3.51,1.77
2019-01-25 16:00:00,98.73,0.0,322,0.445,35.3,275.0,2.53,1.07
2019-01-25 17:00:00,98.71,0.0,184,0.423,36.0,245.0,1.76,1.14
2019-01-25 18:00:00,98.74,0.0,54,0.445,34.5,234.0,1.39,0.84
2019-01-25 19:00:00,98.82,0.0,0,0.514,31.7,218.0,0.82,0.54
2019-01-25 20:00:00,98.92,0.0,0,0.561,30.5,211.0,2.19,0.96
2019-01-25 21:00:00,99.0,0.0,0,0.759,28.5,203.0,3.2,1.44
2019-01-25 22:00:00,99.11,0.0,0,0.81,27.4,226.0,3.0,1.36
2019-01-25 23:00:00,99.14,0.0,0,0.852,26.6,233.0,1.62,0.93
2019-01-26 00:00:00,99.21,0.0,0,0.871,26.5,108.0,1.2,0.4
2019-01-26 01:00:00,99.18,0.0,0,0.884,26.1,270.0,0.58,0.33
2019-01-26 02:00:00,99.1,0.0,0,0.883,26.3,246.0,0.91,0.6
2019-01-26 03:00:00,99.04,0.0,0,0.904,25.3,253.0,0.32,0.22
2019-01-26 04:00:00,99.01,0.0,0,0.918,24.6,239.0,0.45,0.3
2019-01-26 05:00:00,99.02,0.0,0,0.932,25.0,310.0,0.97,0.61
2019-01-26 06:00:00,99.09,0.0,0,0.918,25.1,304.0,1.26,0.61
2019-01-26 07:00:00,99.12,0.0,0,0.932,24.8,255.0,0.52,0.38
2019-01-26 08:00:00,99.21,0.0,12,0.946,24.4,272.0,0.27,0.24
2019-01-26 09:00:00,99.28,0.0,144,0.933,26.4,331.0,1.55,0.95
2019-01-26 10:00:00,99.31,0.0,321,0.86,28.4,310.0,2.27,1.19
2019-01-26 11:00:00,99.3,0.0,176,0.764,29.9,291.0,2.36,1.53
2019-01-26 12:00:00,99.24,0.0,513,0.554,33.3,272.0,3.21,1.52
2019-01-26 13:00:00,99.13,0.0,553,0.49,34.1,284.0,3.16,1.54
2019-01-26 14:00:00,99.01,0.0,564,0.46,34.4,319.0,3.3,1.8
2019-01-26 15:00:00,98.88,0.0,436,0.397,36.7,260.0,3.03,1.03
2019-01-26 16:00:00,98.82,0.0,292,0.372,37.1,247.0,1.63,1.18
2019-01-26 17:00:00,98.8,0.0,164,0.385,36.1,214.0,1.39,0.56
2019-01-26 18:00:00,98.84,0.0,30,0.453,33.6,225.0,1.94,1.15
2019-01-26 19:00:00,98.93,0.0,0,0.503,31.5,218.0,0.91,0.64
2019-01-26 20:00:00,99.01,0.0,0,0.555,29.5,223.0,0.85,0.6
2019-01-26 21:00:00,99.13,0.0,0,0.785,28.3,214.0,3.41,1.63
2019-01-26 22:00:00,99.24,0.0,0,0.846,27.4,215.0,2.99,1.38
2019-01-26 23:00:00,99.27,0.0,0,0.882,26.8,236.0,0.88,0.51
2019-01-27 00:00:00,99.25,0.0,0,0.889,26.8,257.0,1.2,0.74
2019-01-27 01:00:00,99.25,0.0,0,0.899,26.4,246.0,1.18,0.53
2019-01-27 02:00:00,99.19,0.0,0,0.901,25.9,236.0,0.92,0.46
2019-01-27 03:00:00,99.13,0.0,0,0.933,24.6,214.0,0.27,0.15
2019-01-27 04:00:00,99.06,0.0,0,0.931,25.2,325.0,1.01,0.56
2019-01-27 05:00:00,99.11,0.0,0,0.928,25.4,225.0,0.45,0.26
2019-01-27 06:00:00,99.14,0.0,0,0.937,24.3,236.0,0.26,0.17
2019-01-27 07:00:00,99.16,0.0,0,0.935,24.1,115.0,0.29,0.12
2019-01-27 08:00:00,99.18,0.0,49,0.955,24.3,51.0,0.87,0.35
2019-01-27 09:00:00,99.27,0.0,143,0.952,26.5,344.0,1.27,0.71
2019-01-27 10:00:00,99.26,0.0,285,0.827,28.8,294.0,1.98,1.01
2019-01-27 11:00:00,99.21,0.0,404,0.761,30.0,311.0,2.53,1.55
2019-01-27 12:00:00,99.1,0.0,542,0.599,32.2,281.0,3.34,1.67
2019-01-27 13:00:00,99.01,0.0,563,0.521,33.4,309.0,1.78,1.16
2019-01-27 14:00:00,98.91,0.0,521,0.484,34.0,175.0,2.3,1.22
2019-01-27 15:00:00,98.82,0.0,386,0.455,34.4,311.0,2.96,1.43
2019-01-27 16:00:00,98.75,0.0,248,0.437,35.3,252.0,1.88,0.93
2019-01-27 17:00:00,98.75,0.0,167,0.442,35.1,252.0,2.22,1.16
2019-01-27 18:00:00,98.8,0.0,40,0.472,33.4,241.0,1.88,1.02
2019-01-27 19:00:00,98.9,0.0,0,0.678,30.3,213.0,4.67,2.18
2019-01-27 20:00:00,99.01,0.0,0,0.746,28.4,216.0,1.68,0.83
2019-01-27 21:00:00,99.09,0.0,0,0.786,27.5,203.0,2.23,1.03
2019-01-27 22:00:00,99.19,0.0,0,0.844,27.0,211.0,2.86,1.03
